# NASA Exoplanet Archive PSCompPars snapshot (shipped with the release)
# fetched: 2026-08-09T19:15:07Z
# endpoint: https://exoplanetarchive.ipac.caltech.edu/TAP/sync
# query: select pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur from pscomppars where tran_flag=1 and st_teff is not null and st_rad is not null and pl_radj is not null and pl_orbsmax is not null order by pl_name
# rows: 4355
pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur
Kepler-206 d,,5764.00,4.311000,0.0213,[M/H],1.185000,12.0010000,0.10600000,0.00570000,M-R relationship,0.1630000000,5.3890000
Kepler-207 b,,5920.00,4.129000,0.2900,[Fe/H],1.588000,11.8050000,0.14000000,0.00972000,M-R relationship,0.0290000000,2.9990000
Kepler-207 c,,5920.00,4.129000,0.2900,[Fe/H],1.588000,11.8050000,0.13400000,0.00899000,M-R relationship,0.0440000000,4.0770000
Kepler-207 d,,5920.00,4.129000,0.2900,[Fe/H],1.588000,11.8050000,0.29500000,0.03450000,M-R relationship,0.0680000000,3.9700000
Kepler-208 b,,6092.00,4.265000,-0.0423,[M/H],1.314000,12.2100000,0.14500000,0.01040000,M-R relationship,0.0540000000,3.3080000
Kepler-208 c,,6092.00,4.265000,-0.0423,[M/H],1.314000,12.2100000,0.12400000,0.00790000,M-R relationship,0.0790000000,3.8820000
Kepler-208 d,,6092.00,4.265000,-0.0423,[M/H],1.314000,12.2100000,0.10700000,0.00588000,M-R relationship,0.1030000000,4.1180000
Kepler-208 e,,6092.00,4.265000,-0.0423,[M/H],1.314000,12.2100000,0.13200000,0.00879000,M-R relationship,0.1320000000,4.0380000
Kepler-209 b,,5513.00,4.472000,0.1100,[M/H],0.935000,12.3620000,0.20200000,0.01800000,M-R relationship,0.1220000000,2.8780000
Kepler-209 c,,5513.00,4.472000,0.1100,[M/H],0.935000,12.3620000,0.27700000,0.03080000,M-R relationship,0.2310000000,5.6300000
Kepler-21 b,F6 IV,6305.00,4.026000,-0.0300,[Fe/H],1.902000,6.9450000,0.14622204,0.02359764,Mass,0.0434000000,3.4834000
Kepler-210 b,M0 V,4559.00,4.663000,0.2772,[M/H],0.650000,11.3130000,0.26200000,0.02820000,M-R relationship,0.0320000000,1.7460000
Kepler-210 c,M0 V,4559.00,4.663000,0.2772,[M/H],0.650000,11.3130000,0.32300000,0.04010000,M-R relationship,0.0700000000,2.9020000
Kepler-211 b,,5123.00,4.547000,0.1510,[M/H],0.816000,11.4470000,0.11200000,0.00669000,M-R relationship,0.0480000000,2.2260000
Kepler-211 c,,5123.00,4.547000,0.1510,[M/H],0.816000,11.4470000,0.11500000,0.05800000,Mass,0.0620000000,2.0530000
Kepler-212 b,,5852.00,4.182000,0.2200,[Fe/H],1.455000,11.6200000,0.09700000,0.00416000,M-R relationship,0.1330000000,6.5960000
Kepler-212 c,,5852.00,4.182000,0.2200,[Fe/H],1.455000,11.6200000,0.24400000,0.02500000,M-R relationship,0.2070000000,8.3160000
Kepler-213 b,,5696.00,4.310000,0.1500,[Fe/H],1.195000,12.1220000,0.14500000,0.01020000,M-R relationship,0.0360000000,1.7680000
Kepler-213 c,,5696.00,4.310000,0.1500,[Fe/H],1.195000,12.1220000,0.20900000,0.01910000,M-R relationship,0.0570000000,0.8280000
Kepler-214 b,,6169.00,4.249000,-0.0200,[Fe/H],1.352000,12.6070000,0.23300000,0.02300000,M-R relationship,0.1300000000,7.0060000
Kepler-214 c,,6169.00,4.249000,-0.0200,[Fe/H],1.352000,12.6070000,0.19000000,0.01630000,M-R relationship,0.1940000000,7.8030000
Kepler-215 b,,5739.00,4.364000,-0.4425,[M/H],1.027000,11.9960000,0.14500000,0.01020000,M-R relationship,0.0840000000,3.0350000
Kepler-215 c,,5739.00,4.364000,-0.4425,[M/H],1.027000,11.9960000,0.15800000,0.01190000,M-R relationship,0.1130000000,3.8550000
Kepler-215 d,,5739.00,4.364000,-0.4425,[M/H],1.027000,11.9960000,0.21300000,0.07400000,Mass,0.1850000000,2.7190000
Kepler-215 e,,5739.00,4.364000,-0.4425,[M/H],1.027000,11.9960000,0.15600000,0.01170000,M-R relationship,0.3140000000,5.6540000
Kepler-216 b,,6091.00,4.280000,-0.1489,[M/H],1.260000,12.6210000,0.21000000,0.01930000,M-R relationship,0.0790000000,5.0500000
Kepler-216 c,,6091.00,4.280000,-0.1489,[M/H],1.260000,12.6210000,0.27100000,0.02980000,M-R relationship,0.1360000000,6.8690000
Kepler-217 b,,6171.00,4.030000,-0.0700,[Fe/H],1.799000,12.1030000,0.19900000,0.01760000,M-R relationship,0.0650000000,4.0110000
Kepler-217 c,,6171.00,4.030000,-0.0700,[Fe/H],1.799000,12.1030000,0.16500000,0.01280000,M-R relationship,0.0890000000,3.3560000
Kepler-217 d,,6341.00,4.080000,0.0900,[Fe/H],1.760000,12.1030000,0.11776251,0.00724000,M-R relationship,0.0534000000,3.6580000
Kepler-218 b,,5502.00,4.391000,0.3700,[Fe/H],1.063000,12.3110000,0.13200000,0.00879000,M-R relationship,0.0460000000,3.0140000
Kepler-218 c,,5502.00,4.391000,0.3700,[Fe/H],1.063000,12.3110000,0.28000000,0.03150000,M-R relationship,0.2480000000,6.2710000
Kepler-218 d,,5542.00,4.420000,0.3100,[Fe/H],1.020000,12.3110000,0.23730931,0.02380000,M-R relationship,0.4988400000,9.5980000
Kepler-219 b,,5786.00,4.157000,0.3600,[Fe/H],1.491000,12.3890000,0.26300000,0.02830000,M-R relationship,0.0570000000,3.2720000
Kepler-219 c,,5786.00,4.157000,0.3600,[Fe/H],1.491000,12.3890000,0.31900000,0.03940000,M-R relationship,0.1650000000,5.8080000
Kepler-219 d,,5786.00,4.157000,0.3600,[Fe/H],1.491000,12.3890000,0.25100000,0.06000000,Mass,0.2720000000,5.7190000
Kepler-22 b,G5 V,5596.00,4.443000,-0.2550,[Fe/H],0.869000,10.1520000,0.18734977,0.02863180,Mass,0.8120000000,7.4150000
Kepler-220 b,,4632.00,4.652000,-0.1738,[M/H],0.666000,10.5500000,0.07200000,0.00144000,M-R relationship,0.0460000000,1.6260000
Kepler-220 c,,4632.00,4.652000,-0.1738,[M/H],0.666000,10.5500000,0.14000000,0.00972000,M-R relationship,0.0760000000,1.4860000
Kepler-220 d,,4632.00,4.652000,-0.1738,[M/H],0.666000,10.5500000,0.08700000,0.00284000,M-R relationship,0.1630000000,4.1030000
Kepler-220 e,,4632.00,4.652000,-0.1738,[M/H],0.666000,10.5500000,0.11900000,0.00733000,M-R relationship,0.2260000000,5.0880000
Kepler-221 b,,5243.00,4.543000,0.0616,[M/H],0.821000,11.9000000,0.15300000,0.01873889,Mass,0.0370000000,2.0640000
Kepler-221 c,,5243.00,4.543000,0.0616,[M/H],0.821000,11.9000000,0.26100000,0.02926107,Mass,0.0590000000,2.5220000
Kepler-221 d,,5243.00,4.543000,0.0616,[M/H],0.821000,11.9000000,0.24400000,0.01135833,Mass,0.0870000000,2.5300000
Kepler-221 e,,5243.00,4.543000,0.0616,[M/H],0.821000,11.9000000,0.23500000,0.02475254,Mass,0.1300000000,2.2450000
Kepler-222 b,,5433.00,4.551000,0.3300,[Fe/H],0.869000,13.2350000,0.28200000,0.03190000,M-R relationship,0.0480000000,1.8280000
Kepler-222 c,,5433.00,4.551000,0.3300,[Fe/H],0.869000,13.2350000,0.41400000,0.06120000,M-R relationship,0.0910000000,1.7140000
Kepler-222 d,,5433.00,4.551000,0.3300,[Fe/H],0.869000,13.2350000,0.32900000,0.04150000,M-R relationship,0.1800000000,4.5410000
Kepler-223 b,,5803.00,4.460000,0.1000,[Fe/H],1.720000,13.6330000,0.26674993,0.02328289,Mass,0.0752500000,5.7351000
Kepler-223 c,,5803.00,4.460000,0.1000,[Fe/H],1.720000,13.6330000,0.30689624,0.01604631,Mass,0.0911700000,5.7471000
Kepler-223 d,,5803.00,4.460000,0.1000,[Fe/H],1.720000,13.6330000,0.46748149,0.02517069,Mass,0.1195600000,6.1191000
Kepler-223 e,,5803.00,4.460000,0.1000,[Fe/H],1.720000,13.6330000,0.41038451,0.01510241,Mass,0.1448100000,7.2020000
Kepler-224 b,,5018.00,4.639000,-0.0600,[Fe/H],0.676000,13.7030000,0.12400000,0.00790000,M-R relationship,0.0380000000,2.0340000
Kepler-224 c,,5018.00,4.639000,-0.0600,[Fe/H],0.676000,13.7030000,0.27800000,0.03120000,M-R relationship,0.0580000000,2.8430000
Kepler-224 d,,5018.00,4.639000,-0.0600,[Fe/H],0.676000,13.7030000,0.20500000,0.01860000,M-R relationship,0.0890000000,3.1140000
Kepler-224 e,,5018.00,4.639000,-0.0600,[Fe/H],0.676000,13.7030000,0.17600000,0.01430000,M-R relationship,0.1240000000,1.8460000
Kepler-225 b,M1 V,3682.00,4.783000,-0.0400,[Fe/H],0.480000,13.2530000,0.10700000,0.00588000,M-R relationship,0.0560000000,3.0180000
Kepler-225 c,M1 V,3682.00,4.783000,-0.0400,[Fe/H],0.480000,13.2530000,0.16400000,0.01270000,M-R relationship,0.1110000000,3.2790000
Kepler-226 b,,5571.00,4.586000,0.0900,[Fe/H],0.802000,13.6330000,0.13800000,0.07600000,Mass,0.0470000000,2.5960000
Kepler-226 c,,5571.00,4.586000,0.0900,[Fe/H],0.802000,13.6330000,0.20300000,0.14200000,Mass,0.0580000000,3.0510000
Kepler-226 d,,5571.00,4.586000,0.0900,[Fe/H],0.802000,13.6330000,0.10900000,0.00624000,M-R relationship,0.0760000000,3.6980000
Kepler-227 b,,5854.00,4.401000,0.1000,[Fe/H],1.091000,13.6480000,0.27700000,0.03100000,M-R relationship,0.0900000000,3.1130000
Kepler-227 c,,5854.00,4.401000,0.1000,[Fe/H],1.091000,13.6480000,0.27100000,0.02980000,M-R relationship,0.2900000000,4.5110000
Kepler-228 b,,6043.00,4.467000,0.1800,[Fe/H],1.014000,14.1320000,0.13600000,0.00930000,M-R relationship,0.0380000000,2.3270000
Kepler-228 c,,6043.00,4.467000,0.1800,[Fe/H],1.014000,14.1320000,0.24100000,0.02440000,M-R relationship,0.0520000000,3.1230000
Kepler-228 d,,6043.00,4.467000,0.1800,[Fe/H],1.014000,14.1320000,0.36000000,0.04830000,M-R relationship,0.1010000000,4.5910000
Kepler-229 b,,5120.00,4.633000,0.0600,[Fe/H],0.728000,13.7850000,0.19600000,0.01720000,M-R relationship,0.0620000000,2.6400000
Kepler-229 c,,5120.00,4.633000,0.0600,[Fe/H],0.728000,13.7850000,0.43900000,0.06760000,M-R relationship,0.1170000000,3.5460000
Kepler-229 d,,5120.00,4.633000,0.0600,[Fe/H],0.728000,13.7850000,0.34300000,0.04450000,M-R relationship,0.2200000000,5.0200000
Kepler-23 b,,5828.00,4.090000,-0.1120,[M/H],1.548000,11.9980000,0.14613282,0.00805466,Mass,0.0721200000,5.1462000
Kepler-23 c,,5828.00,4.090000,-0.1120,[M/H],1.548000,11.9980000,0.26808861,0.02457301,Mass,0.0950100000,6.0633000
Kepler-23 d,,5828.00,4.090000,-0.1120,[M/H],1.548000,11.9980000,0.19680648,0.01396980,Mass,0.1201200000,6.0765000
Kepler-230 b,,5588.00,4.551000,-0.2100,[Fe/H],0.817000,13.2990000,0.38000000,0.05290000,M-R relationship,0.1910000000,5.7830000
Kepler-230 c,,5588.00,4.551000,-0.2100,[Fe/H],0.817000,13.2990000,0.18200000,0.01520000,M-R relationship,0.3800000000,6.0340000
Kepler-231 b,M1 V,3767.00,4.779000,-0.1000,[Fe/H],0.490000,12.5890000,0.15400000,0.11100000,Mass,0.0740000000,1.4400000
Kepler-231 c,M1 V,3767.00,4.779000,-0.1000,[Fe/H],0.490000,12.5890000,0.17200000,0.07600000,Mass,0.1140000000,3.2090000
Kepler-232 b,,5847.00,4.495000,0.0300,[Fe/H],0.968000,13.7650000,0.27500000,0.03050000,M-R relationship,0.0540000000,3.1720000
Kepler-232 c,,5847.00,4.495000,0.0300,[Fe/H],0.968000,13.7650000,0.34200000,0.04420000,M-R relationship,0.1010000000,2.6120000
Kepler-233 b,,5360.00,4.614000,-0.0900,[Fe/H],0.758000,13.4530000,0.21700000,0.02040000,M-R relationship,0.0770000000,2.6970000
Kepler-233 c,,5360.00,4.614000,-0.0900,[Fe/H],0.758000,13.4530000,0.24200000,0.02450000,M-R relationship,0.2870000000,5.6190000
Kepler-234 b,,6224.00,4.421000,0.2200,[Fe/H],1.113000,14.0650000,0.33000000,0.04160000,M-R relationship,0.0400000000,3.1750000
Kepler-234 c,,6224.00,4.421000,0.2200,[Fe/H],1.113000,14.0650000,0.31300000,0.03810000,M-R relationship,0.0770000000,4.0390000
Kepler-235 b,M0 V,4255.00,4.730000,-0.5100,[Fe/H],0.554000,13.1160000,0.19900000,0.01760000,M-R relationship,0.0370000000,1.9250000
Kepler-235 c,M0 V,4255.00,4.730000,-0.5100,[Fe/H],0.554000,13.1160000,0.11400000,0.00687000,M-R relationship,0.0650000000,2.2170000
Kepler-235 d,M0 V,4255.00,4.730000,-0.5100,[Fe/H],0.554000,13.1160000,0.18300000,0.01530000,M-R relationship,0.1220000000,3.3120000
Kepler-235 e,M0 V,4255.00,4.730000,-0.5100,[Fe/H],0.554000,13.1160000,0.19800000,0.01750000,M-R relationship,0.2130000000,4.8330000
Kepler-236 b,M1 V,3750.00,4.753000,-0.0500,[Fe/H],0.510000,12.3120000,0.14000000,0.00972000,M-R relationship,0.0650000000,1.3280000
Kepler-236 c,M1 V,3750.00,4.753000,-0.0500,[Fe/H],0.510000,12.3120000,0.17800000,0.01470000,M-R relationship,0.1320000000,4.1660000
Kepler-237 b,,4861.00,4.583000,0.2200,[Fe/H],0.725000,13.1720000,0.12600000,0.00809000,M-R relationship,0.0500000000,2.3510000
Kepler-237 c,,4861.00,4.583000,0.2200,[Fe/H],0.725000,13.1720000,0.18600000,0.01570000,M-R relationship,0.0710000000,3.1500000
Kepler-238 b,,5751.00,4.194000,0.3400,[Fe/H],1.430000,13.5120000,0.15400000,10.39875583,Mass,0.0340000000,3.1930000
Kepler-238 c,,5751.00,4.194000,0.3400,[Fe/H],1.430000,13.5120000,0.21300000,0.47988788,Mass,0.0690000000,4.8370000
Kepler-238 d,,5751.00,4.194000,0.3400,[Fe/H],1.430000,13.5120000,0.27400000,0.07268073,Mass,0.1150000000,6.6420000
Kepler-238 e,,5800.00,4.490000,0.3400,[Fe/H],0.960000,13.5120000,0.50000000,0.53400000,Mass,0.1728600000,8.2183000
Kepler-238 f,,5800.00,4.490000,0.3400,[Fe/H],0.960000,13.5120000,0.17800000,0.04200000,Mass,0.2863500000,7.1590000
Kepler-239 b,,4914.00,4.583000,0.1700,[Fe/H],0.763000,13.1330000,0.20800000,0.01900000,M-R relationship,0.0950000000,2.8990000
Kepler-239 c,,4914.00,4.583000,0.1700,[Fe/H],0.763000,13.1330000,0.22400000,0.02150000,M-R relationship,0.2680000000,3.7000000
Kepler-24 b,,6028.00,4.330000,-0.0708,[M/H],1.099000,13.3720000,0.20947489,0.03505036,Mass,0.0804500000,4.7760000
Kepler-24 c,,6028.00,4.330000,-0.0708,[M/H],1.099000,13.3720000,0.22428444,0.03143206,Mass,0.1061200000,6.4870000
Kepler-24 d,,5897.00,4.200000,-0.0708,[M/H],1.289000,13.3720000,0.14900000,0.92489845,Mass,0.0510000000,2.9450000
Kepler-24 e,,5897.00,4.200000,-0.0708,[M/H],1.289000,13.3720000,0.24800000,0.08247155,Mass,0.1380000000,2.9630000
Kepler-240 b,,4985.00,4.626000,0.4100,[Fe/H],0.739000,13.4640000,0.12200000,0.00771000,M-R relationship,0.0480000000,2.3680000
Kepler-240 c,,4985.00,4.626000,0.4100,[Fe/H],0.739000,13.4640000,0.19600000,0.32200000,Mass,0.0740000000,2.5980000
Kepler-241 b,,4699.00,4.627000,0.0310,[M/H],0.668000,12.8810000,0.20800000,0.01900000,M-R relationship,0.0940000000,3.1170000
Kepler-241 c,,4699.00,4.627000,0.0310,[M/H],0.668000,12.8810000,0.22900000,0.02240000,M-R relationship,0.1890000000,4.2730000
Kepler-242 b,,5020.00,4.492000,-0.0200,[Fe/H],0.850000,13.2380000,0.23300000,0.02300000,M-R relationship,0.0750000000,2.7400000
Kepler-242 c,,5020.00,4.492000,-0.0200,[Fe/H],0.850000,13.2380000,0.17800000,0.01470000,M-R relationship,0.1090000000,3.2220000
Kepler-243 b,,5228.00,4.565000,0.2600,[Fe/H],0.842000,13.0640000,0.21900000,0.02070000,M-R relationship,0.0620000000,2.4840000
Kepler-243 c,,5228.00,4.565000,0.2600,[Fe/H],0.842000,13.0640000,0.17800000,0.01450000,M-R relationship,0.1420000000,1.3190000
Kepler-244 b,,5554.00,4.585000,0.0700,[Fe/H],0.803000,13.7300000,0.24600000,0.02530000,M-R relationship,0.0500000000,2.7350000
Kepler-244 c,,5554.00,4.585000,0.0700,[Fe/H],0.803000,13.7300000,0.18300000,0.01530000,M-R relationship,0.0870000000,1.3730000
Kepler-244 d,,5554.00,4.585000,0.0700,[Fe/H],0.803000,13.7300000,0.20600000,0.04800000,Mass,0.1400000000,4.5040000
Kepler-245 b,,5100.00,4.560000,0.1200,[Fe/H],0.795000,13.6390000,0.22900000,0.46182153,Mass,0.0710000000,2.8040000
Kepler-245 c,,5100.00,4.560000,0.1200,[Fe/H],0.795000,13.6390000,0.19400000,0.08400759,Mass,0.1240000000,2.2440000
Kepler-245 d,,5100.00,4.560000,0.1200,[Fe/H],0.795000,13.6390000,0.27000000,0.06800000,Mass,0.2020000000,4.8040000
Kepler-245 e,,5174.00,4.570000,0.0500,[Fe/H],0.800000,13.6390000,0.15612454,5.68344415,Mass,0.0405300000,2.1157000
Kepler-246 b,,5206.00,4.557000,0.2000,[Fe/H],0.831000,13.0380000,0.20900000,0.01910000,M-R relationship,0.0520000000,2.2270000
Kepler-246 c,,5206.00,4.557000,0.2000,[Fe/H],0.831000,13.0380000,0.13400000,0.00899000,M-R relationship,0.0950000000,3.1610000
Kepler-247 b,,5100.00,4.608000,0.3000,[Fe/H],0.768000,13.0510000,0.14600000,0.01050000,M-R relationship,0.0420000000,2.0770000
Kepler-247 c,,5100.00,4.608000,0.3000,[Fe/H],0.768000,13.0510000,0.36500000,0.04940000,M-R relationship,0.0840000000,2.8960000
Kepler-247 d,,5100.00,4.608000,0.3000,[Fe/H],0.768000,13.0510000,0.35200000,0.04630000,M-R relationship,0.1400000000,3.0680000
Kepler-248 b,,5190.00,4.573000,0.1700,[Fe/H],0.831000,13.3570000,0.26900000,0.02950000,M-R relationship,0.0660000000,3.0080000
Kepler-248 c,,5190.00,4.573000,0.1700,[Fe/H],0.831000,13.3570000,0.36300000,0.04900000,M-R relationship,0.1230000000,4.0300000
Kepler-249 b,M2 V,3568.00,4.777000,-0.3400,[Fe/H],0.482000,11.9660000,0.09700000,0.00416000,M-R relationship,0.0350000000,1.7670000
Kepler-249 c,M2 V,3568.00,4.777000,-0.3400,[Fe/H],0.482000,11.9660000,0.13500000,0.00909000,M-R relationship,0.0580000000,2.2190000
Kepler-249 d,M2 V,3568.00,4.777000,-0.3400,[Fe/H],0.482000,11.9660000,0.14000000,0.00972000,M-R relationship,0.0970000000,2.6970000
Kepler-25 b,F8,6354.00,4.285000,0.1100,[Fe/H],1.316000,9.4930000,0.24516014,0.02750000,Mass,0.0695000000,3.5439300
Kepler-25 c,F8,6354.00,4.285000,0.1100,[Fe/H],1.316000,9.4930000,0.46542957,0.04790000,Mass,0.1117000000,2.8620000
Kepler-250 b,,5160.00,4.565000,0.0100,[Fe/H],0.805000,13.4830000,0.10100000,0.00474000,M-R relationship,0.0480000000,2.4030000
Kepler-250 c,,5160.00,4.565000,0.0100,[Fe/H],0.805000,13.4830000,0.20300000,0.01830000,M-R relationship,0.0690000000,2.5670000
Kepler-250 d,,5160.00,4.565000,0.0100,[Fe/H],0.805000,13.4830000,0.19400000,0.01700000,M-R relationship,0.1270000000,1.9800000
Kepler-251 b,,5526.00,4.486000,-0.0600,[Fe/H],0.890000,13.6320000,0.11900000,0.00733000,M-R relationship,0.0530000000,2.7050000
Kepler-251 c,,5526.00,4.486000,-0.0600,[Fe/H],0.890000,13.6320000,0.24700000,0.02550000,M-R relationship,0.1220000000,4.1080000
Kepler-251 d,,5526.00,4.486000,-0.0600,[Fe/H],0.890000,13.6320000,0.24700000,0.02550000,M-R relationship,0.1820000000,4.9190000
Kepler-251 e,,5526.00,4.486000,-0.0600,[Fe/H],0.890000,13.6320000,0.24700000,0.02550000,M-R relationship,0.4040000000,4.3600000
Kepler-252 b,M0 V,4208.00,4.721000,-0.1300,[Fe/H],0.549000,12.4660000,0.11000000,0.00642000,M-R relationship,0.0580000000,1.9780000
Kepler-252 c,M0 V,4208.00,4.721000,-0.1300,[Fe/H],0.549000,12.4660000,0.19200000,0.01660000,M-R relationship,0.0800000000,2.9760000
Kepler-253 b,,5208.00,4.595000,0.1500,[Fe/H],0.786000,13.5340000,0.14500000,0.01040000,M-R relationship,0.0460000000,1.9320000
Kepler-253 c,,5208.00,4.595000,0.1500,[Fe/H],0.786000,13.5340000,0.23600000,0.02360000,M-R relationship,0.0890000000,3.5170000
Kepler-253 d,,5208.00,4.595000,0.1500,[Fe/H],0.786000,13.5340000,0.28300000,0.03200000,M-R relationship,0.1300000000,4.2900000
Kepler-254 b,,5957.00,4.524000,-0.1300,[Fe/H],0.910000,14.2540000,0.34500000,0.04490000,M-R relationship,0.0640000000,3.0320000
Kepler-254 c,,5957.00,4.524000,-0.1300,[Fe/H],0.910000,14.2540000,0.19200000,0.01000000,Mass,0.1050000000,3.3620000
Kepler-254 d,,5957.00,4.524000,-0.1300,[Fe/H],0.910000,14.2540000,0.22300000,0.02140000,M-R relationship,0.1390000000,3.9610000
Kepler-255 b,,5573.00,4.516000,0.3386,[M/H],0.933000,13.6890000,0.13800000,0.00951000,M-R relationship,0.0630000000,2.2380000
Kepler-255 c,,5573.00,4.516000,0.3386,[M/H],0.933000,13.6890000,0.26700000,0.02900000,M-R relationship,0.0920000000,3.3800000
Kepler-255 d,,5431.00,4.530000,0.0200,[Fe/H],0.860000,13.6890000,0.11776251,0.00724000,M-R relationship,0.0192000000,1.8269000
Kepler-256 b,,5551.00,4.223000,0.2600,[Fe/H],1.301000,13.4240000,0.14200000,0.00993000,M-R relationship,0.0270000000,2.2410000
Kepler-256 c,,5551.00,4.223000,0.2600,[Fe/H],1.301000,13.4240000,0.19200000,0.01660000,M-R relationship,0.0450000000,2.6280000
Kepler-256 d,,5551.00,4.223000,0.2600,[Fe/H],1.301000,13.4240000,0.22100000,0.02110000,M-R relationship,0.0640000000,3.1340000
Kepler-256 e,,5551.00,4.223000,0.2600,[Fe/H],1.301000,13.4240000,0.21000000,0.01930000,M-R relationship,0.0960000000,3.5420000
Kepler-257 b,,5180.00,4.360000,0.4000,[Fe/H],1.037000,13.3720000,0.23300000,0.02300000,M-R relationship,0.0340000000,1.8120000
Kepler-257 c,,5180.00,4.360000,0.4000,[Fe/H],1.037000,13.3720000,0.48300000,0.07940000,M-R relationship,0.0660000000,3.2890000
Kepler-257 d,,5180.00,4.360000,0.4000,[Fe/H],1.037000,13.3720000,0.44200000,0.06830000,M-R relationship,0.1600000000,2.6550000
Kepler-258 b,,4942.00,4.441000,0.3031,[M/H],0.915000,12.9560000,0.36200000,0.04880000,M-R relationship,0.1030000000,3.4180000
Kepler-258 c,,4942.00,4.441000,0.3031,[M/H],0.915000,12.9560000,0.32200000,0.03990000,M-R relationship,0.1930000000,4.1260000
Kepler-259 b,,5938.00,4.532000,-0.0900,[Fe/H],0.898000,13.5550000,0.25000000,0.02590000,M-R relationship,0.0790000000,2.9540000
Kepler-259 c,,5938.00,4.532000,-0.0900,[Fe/H],0.898000,13.5550000,0.24100000,0.02440000,M-R relationship,0.2170000000,4.7230000
Kepler-26 b,M0 V,3914.00,4.680000,-0.1300,[Fe/H],0.512000,12.6300000,0.24801499,0.01610924,Mass,0.0855100000,2.7096000
Kepler-26 c,M0 V,3914.00,4.680000,-0.1300,[Fe/H],0.512000,12.6300000,0.24266215,0.01950728,Mass,0.1072500000,2.0371000
Kepler-26 d,M0 V,4486.00,4.733000,-0.2100,[M/H],0.571000,12.6300000,0.09500000,0.00390000,M-R relationship,0.0390000000,2.0120000
Kepler-26 e,M0 V,4486.00,4.733000,-0.2100,[M/H],0.571000,12.6300000,0.21500000,0.02010000,M-R relationship,0.2200000000,2.0840000
Kepler-260 b,,5250.00,4.494000,0.2900,[Fe/H],0.862000,12.4940000,0.17900000,0.01480000,M-R relationship,0.0750000000,3.0270000
Kepler-260 c,,5250.00,4.494000,0.2900,[Fe/H],0.862000,12.4940000,0.15500000,0.01160000,M-R relationship,0.3320000000,6.8260000
Kepler-261 b,,5098.00,4.561000,0.1621,[M/H],0.794000,11.5850000,0.19400000,0.01700000,M-R relationship,0.0880000000,2.7590000
Kepler-261 c,,5098.00,4.561000,0.1621,[M/H],0.794000,11.5850000,0.17800000,0.01470000,M-R relationship,0.1560000000,2.7610000
Kepler-262 b,,5841.00,4.541000,-0.3382,[M/H],0.881000,12.7320000,0.12100000,0.00761000,M-R relationship,0.1080000000,3.2780000
Kepler-262 c,,5841.00,4.541000,-0.3382,[M/H],0.881000,12.7320000,0.14600000,0.01050000,M-R relationship,0.1520000000,3.4900000
Kepler-263 b,,5265.00,4.576000,-0.0314,[M/H],0.785000,13.5480000,0.23800000,0.02390000,M-R relationship,0.1200000000,4.1430000
Kepler-263 c,,5265.00,4.576000,-0.0314,[M/H],0.785000,13.5480000,0.22000000,0.02100000,M-R relationship,0.2420000000,3.0690000
Kepler-264 b,,6158.00,4.147000,0.0469,[M/H],1.550000,11.5910000,0.29700000,0.03480000,M-R relationship,0.2490000000,14.2530000
Kepler-264 c,,6158.00,4.147000,0.0469,[M/H],1.550000,11.5910000,0.25200000,0.02640000,M-R relationship,0.5660000000,17.9330000
Kepler-265 b,,5835.00,4.326000,-0.1100,[Fe/H],1.103000,13.8970000,0.16600000,0.01300000,M-R relationship,0.0690000000,3.5900000
Kepler-265 c,,5835.00,4.326000,-0.1100,[Fe/H],1.103000,13.8970000,0.23500000,0.02330000,M-R relationship,0.1270000000,4.7320000
Kepler-265 d,,5835.00,4.326000,-0.1100,[Fe/H],1.103000,13.8970000,0.22200000,0.02130000,M-R relationship,0.2360000000,3.0660000
Kepler-265 e,,5835.00,4.326000,-0.1100,[Fe/H],1.103000,13.8970000,0.23100000,0.02270000,M-R relationship,0.3190000000,7.0660000
Kepler-266 b,,5885.00,4.453000,0.1600,[Fe/H],1.028000,13.8110000,0.22100000,0.02110000,M-R relationship,0.0710000000,3.7170000
Kepler-266 c,,5885.00,4.453000,0.1600,[Fe/H],1.028000,13.8110000,0.34700000,0.04530000,M-R relationship,0.4570000000,8.0800000
Kepler-267 b,M1 V,4258.00,4.729000,-0.1800,[Fe/H],0.555000,12.4850000,0.17700000,0.11900000,Mass,0.0370000000,1.4940000
