# NASA Exoplanet Archive PSCompPars snapshot (shipped with the release)
# fetched: 2026-08-09T19:15:07Z
# endpoint: https://exoplanetarchive.ipac.caltech.edu/TAP/sync
# query: select pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur from pscomppars where tran_flag=1 and st_teff is not null and st_rad is not null and pl_radj is not null and pl_orbsmax is not null order by pl_name
# rows: 4355
pl_name,st_spectype,st_teff,st_logg,st_met,st_metratio,st_rad,sy_kmag,pl_radj,pl_bmassj,pl_bmassprov,pl_orbsmax,pl_trandur
Kepler-188 b,,6021.00,4.346000,0.1500,[Fe/H],1.141000,13.1440000,0.15000000,0.01090000,M-R relationship,0.0320000000,1.7910000
Kepler-188 c,,6021.00,4.346000,0.1500,[Fe/H],1.141000,13.1440000,0.28500000,0.03240000,M-R relationship,0.0660000000,3.2310000
Kepler-1880 b,,4380.00,4.710000,-0.9200,[Fe/H],0.530000,13.4390000,0.18885412,0.01610000,M-R relationship,0.0540000000,1.2831000
Kepler-1881 b,,5135.00,4.464000,0.1200,[Fe/H],0.874000,13.9780000,0.26595138,0.02890000,M-R relationship,0.5332500000,8.3950000
Kepler-1882 b,,5691.00,4.139000,0.2600,[Fe/H],1.458000,10.9190000,0.13263865,0.00886000,M-R relationship,0.1163600000,5.7470000
Kepler-1883 b,,6208.00,4.454000,-0.1200,[Fe/H],1.024000,14.0970000,0.29004189,0.03340000,M-R relationship,0.4438000000,5.0300000
Kepler-1884 b,,5984.00,4.521000,-0.2000,[Fe/H],0.906000,13.6110000,0.16184057,0.01240000,M-R relationship,0.0845000000,4.6500000
Kepler-1885 b,,5591.00,4.559000,0.0700,[Fe/H],0.860000,13.1090000,0.13481204,0.00910000,M-R relationship,0.0360000000,1.4060000
Kepler-1886 b,,5745.00,4.559000,-0.2000,[Fe/H],0.837000,13.7050000,0.23031392,0.02260000,M-R relationship,0.1600000000,4.5900000
Kepler-1887 b,,5749.00,4.547000,-0.1000,[Fe/H],0.864000,14.2980000,0.26091075,0.02790000,M-R relationship,0.1421000000,1.7560000
Kepler-1888 b,,5557.00,4.198000,0.0000,[Fe/H],1.249000,10.3220000,0.11827901,0.00729000,M-R relationship,0.0956000000,4.9710000
Kepler-1889 b,,5646.00,4.550000,-0.2800,[Fe/H],0.817000,13.7310000,0.26261147,0.02820000,M-R relationship,0.2082000000,7.7930000
Kepler-189 b,,5235.00,4.619000,-0.0400,[Fe/H],0.750000,12.9210000,0.10800000,0.00606000,M-R relationship,0.0880000000,3.4170000
Kepler-189 c,,5235.00,4.619000,-0.0400,[Fe/H],0.750000,12.9210000,0.21200000,0.07100000,Mass,0.1370000000,3.5650000
Kepler-1890 b,,6046.00,4.158000,-0.1600,[Fe/H],1.396000,11.5660000,0.07749801,0.00185000,M-R relationship,0.0571200000,3.4680000
Kepler-1891 b,,5516.00,4.544000,-0.1400,[Fe/H],0.827000,12.5380000,0.13572970,0.00921000,M-R relationship,0.0473000000,0.8605000
Kepler-1892 b,,5383.00,4.603000,-0.2200,[Fe/H],0.759000,13.5630000,0.16389353,0.01270000,M-R relationship,0.0633000000,2.6880000
Kepler-1893 b,,5633.00,4.296000,0.1600,[Fe/H],1.162000,13.1040000,0.15216142,0.01120000,M-R relationship,0.0504000000,2.6470000
Kepler-1894 b,,5772.00,4.528000,0.0000,[Fe/H],0.901000,13.6480000,0.10716207,0.00590000,M-R relationship,0.0385000000,1.8930000
Kepler-1894 c,,5772.00,4.528000,0.0000,[Fe/H],0.901000,13.6480000,0.10794916,0.00606000,M-R relationship,0.0576000000,2.5140000
Kepler-1895 b,,5076.00,4.598000,0.1000,[Fe/H],0.763000,13.4410000,0.18907583,0.01620000,M-R relationship,0.0615000000,1.2900000
Kepler-1896 b,,6122.00,4.471000,-0.1000,[Fe/H],0.996000,14.1650000,0.27650685,0.03080000,M-R relationship,0.2529000000,4.1990000
Kepler-1897 b,,5165.00,4.599000,0.0200,[Fe/H],0.761000,13.7140000,0.25105579,0.02620000,M-R relationship,0.1546000000,3.2710000
Kepler-1898 b,,5702.00,4.258000,-0.2800,[Fe/H],1.125000,11.5320000,0.08328458,0.00239000,M-R relationship,0.0506300000,2.1650000
Kepler-1899 b,,4791.00,4.577000,0.0700,[Fe/H],0.742000,13.6970000,0.13836967,0.00952000,M-R relationship,0.0457000000,1.7040000
Kepler-19 b,,5541.00,4.550000,-0.1300,[Fe/H],0.859000,10.3180000,0.19707412,0.01919275,Mass,0.0846000000,3.3652000
Kepler-190 b,,5106.00,4.561000,0.0600,[Fe/H],0.795000,12.2310000,0.13900000,0.00961000,M-R relationship,0.0300000000,1.8210000
Kepler-190 c,,5106.00,4.561000,0.0600,[Fe/H],0.795000,12.2310000,0.13000000,0.00859000,M-R relationship,0.0450000000,1.5360000
Kepler-1900 b,,6173.00,4.447000,-0.0400,[Fe/H],1.041000,13.8150000,0.14480770,0.01030000,M-R relationship,0.0420000000,2.9690000
Kepler-1901 b,,5696.00,4.519000,0.1400,[Fe/H],0.921000,13.3100000,0.13151857,0.00873000,M-R relationship,0.0453000000,1.3560000
Kepler-1902 b,,3729.00,4.733000,0.0600,[Fe/H],0.514000,12.6770000,0.10488341,0.00546000,M-R relationship,0.0385000000,1.8590000
Kepler-1903 b,,6347.00,4.464000,-0.3400,[Fe/H],0.996000,13.9800000,0.20398143,0.01840000,M-R relationship,0.1321000000,6.1650000
Kepler-1904 b,,3805.00,4.767000,-0.1000,[Fe/H],0.497000,12.7520000,0.12405226,0.00791000,M-R relationship,0.0436000000,0.9490000
Kepler-1905 b,,5788.00,4.442000,0.1600,[Fe/H],1.015000,13.4870000,0.12901025,0.00845000,M-R relationship,0.0451000000,1.7940000
Kepler-1906 b,,5868.00,4.530000,-0.1200,[Fe/H],0.894000,13.4100000,0.24767261,0.02560000,M-R relationship,0.0738000000,1.3287000
Kepler-1907 b,,5159.00,4.508000,-0.1600,[Fe/H],0.800000,11.7260000,0.07759227,0.00185000,M-R relationship,0.0544400000,2.0620000
Kepler-1907 c,,5159.00,4.508000,-0.1600,[Fe/H],0.800000,11.7260000,0.10308435,0.00513000,M-R relationship,0.1037100000,2.8060000
Kepler-1909 b,,4935.00,4.589000,-0.4200,[Fe/H],0.685000,13.5580000,0.09743742,0.00419000,M-R relationship,0.0306000000,1.9160000
Kepler-191 b,,5282.00,4.594000,0.1300,[Fe/H],0.789000,12.8830000,0.12000000,0.00742000,M-R relationship,0.0870000000,2.9170000
Kepler-191 c,,5282.00,4.594000,0.1300,[Fe/H],0.789000,12.8830000,0.16600000,0.01300000,M-R relationship,0.1280000000,2.8210000
Kepler-191 d,,5215.00,4.560000,-0.0500,[Fe/H],0.800000,12.8830000,0.20340798,0.01830000,M-R relationship,0.0610400000,2.5711000
Kepler-1910 b,,4234.00,4.630000,-0.0200,[Fe/H],0.639000,12.7750000,0.10562959,0.00560000,M-R relationship,0.0536000000,2.5500000
Kepler-1911 b,,5721.00,4.442000,0.0000,[Fe/H],0.972000,10.6350000,0.09019553,0.00318000,M-R relationship,0.0636000000,1.6610000
Kepler-1912 b,,5734.00,4.462000,0.0400,[Fe/H],0.962000,10.7990000,0.12103733,0.00758000,M-R relationship,0.0648900000,1.2680000
Kepler-1913 b,,6214.00,4.442000,0.0700,[Fe/H],1.076000,13.2020000,0.13547357,0.00918000,M-R relationship,0.1209000000,3.5770000
Kepler-1914 b,,5982.00,4.493000,-0.0400,[Fe/H],0.960000,14.2120000,0.26255557,0.02820000,M-R relationship,0.1954000000,4.1920000
Kepler-1915 b,,6020.00,4.403000,-0.0600,[Fe/H],1.057000,14.0390000,0.28708981,0.03290000,M-R relationship,0.1140000000,3.7860000
Kepler-1916 b,,6246.00,4.433000,0.0700,[Fe/H],1.092000,14.3650000,0.23352457,0.02310000,M-R relationship,0.2053000000,5.6620000
Kepler-1917 b,,5530.00,4.586000,-0.2200,[Fe/H],0.788000,13.5090000,0.16858918,0.01330000,M-R relationship,0.1030000000,2.4460000
Kepler-1918 b,,5889.00,4.492000,-0.1600,[Fe/H],0.924000,14.0530000,0.20498119,0.01850000,M-R relationship,0.2524000000,4.8030000
Kepler-1919 b,,5513.00,4.551000,-0.1600,[Fe/H],0.818000,14.0220000,0.23408967,0.02320000,M-R relationship,0.2107000000,5.1650000
Kepler-192 b,,5479.00,4.428000,0.3570,[M/H],1.007000,12.4270000,0.24400000,0.02500000,M-R relationship,0.0900000000,3.7800000
Kepler-192 c,,5479.00,4.428000,0.3570,[M/H],1.007000,12.4270000,0.24900000,0.02580000,M-R relationship,0.1500000000,4.9400000
Kepler-192 d,,5487.00,4.460000,0.1300,[Fe/H],0.940000,12.4270000,0.09099830,0.00328000,M-R relationship,0.0686000000,3.2410000
Kepler-1920 b,,6277.00,4.402000,0.2100,[Fe/H],1.161000,12.9080000,0.26355282,0.02840000,M-R relationship,0.2043000000,2.0875000
Kepler-1921 b,,6120.00,3.934000,0.0200,[Fe/H],2.000000,11.5140000,0.25823888,0.02740000,M-R relationship,0.1586500000,6.6270000
Kepler-1921 c,,6120.00,3.934000,0.0200,[Fe/H],2.000000,11.5140000,0.12579199,0.00809000,M-R relationship,0.0454000000,3.7620000
Kepler-1922 b,,5931.00,4.545000,-0.2800,[Fe/H],0.863000,13.6000000,0.20435837,0.01840000,M-R relationship,0.1077000000,4.3370000
Kepler-1923 b,,5881.00,4.259000,0.1600,[Fe/H],1.294000,12.6220000,0.17482248,0.01420000,M-R relationship,0.2846000000,8.2020000
Kepler-1924 b,,5726.00,4.228000,0.1600,[Fe/H],1.285000,13.4440000,0.23681598,0.02370000,M-R relationship,0.1216000000,5.2390000
Kepler-1925 b,,5856.00,4.386000,0.1600,[Fe/H],1.092000,13.5980000,0.26780127,0.02920000,M-R relationship,0.2588000000,7.3530000
Kepler-1926 b,,5256.00,4.483000,-0.1600,[Fe/H],0.832000,13.6260000,0.20652722,0.01880000,M-R relationship,0.2197000000,1.9910000
Kepler-1927 b,,6056.00,3.797000,0.1400,[Fe/H],2.481000,11.8260000,0.30388764,0.03620000,M-R relationship,0.3873300000,13.2340000
Kepler-1928 b,,5720.00,4.533000,0.1200,[Fe/H],0.920000,11.1070000,0.17771464,0.01460000,M-R relationship,0.1940000000,2.3000000
Kepler-1929 b,,5786.00,4.106000,-0.0200,[Fe/H],1.471000,10.4530000,0.27411124,0.03040000,M-R relationship,0.3088300000,14.0400000
Kepler-193 b,,6335.00,4.403000,0.0000,[Fe/H],1.147000,13.2180000,0.21300000,0.01980000,M-R relationship,0.1060000000,3.6180000
Kepler-193 c,,6335.00,4.403000,0.0000,[Fe/H],1.147000,13.2180000,0.24500000,0.02520000,M-R relationship,0.2860000000,6.1150000
Kepler-1930 b,,5083.00,4.512000,0.2200,[Fe/H],0.844000,11.2890000,0.13645803,0.00929000,M-R relationship,0.1023300000,0.7850000
Kepler-1931 b,,6167.00,4.333000,0.1200,[Fe/H],1.221000,11.3300000,0.23670619,0.02370000,M-R relationship,0.2332900000,19.8610000
Kepler-1932 b,,5278.00,4.576000,0.1400,[Fe/H],0.815000,13.1490000,0.13514362,0.00914000,M-R relationship,0.0123000000,0.7648000
Kepler-1933 b,,5661.00,4.415000,0.1000,[Fe/H],1.008000,11.1060000,0.10525854,0.00553000,M-R relationship,0.0560500000,2.9334000
Kepler-1934 b,,5925.00,4.394000,-0.1400,[Fe/H],1.035000,11.4360000,0.08145944,0.00221000,M-R relationship,0.0246600000,1.5126000
Kepler-1935 b,,5570.00,4.458000,-0.1800,[Fe/H],0.899000,12.6830000,0.22327784,0.02140000,M-R relationship,0.0463000000,1.0582000
Kepler-1936 b,,6501.00,4.054000,0.1000,[Fe/H],1.854000,12.2010000,0.28246600,0.03200000,M-R relationship,0.5266200000,7.9230000
Kepler-1937 b,,6457.00,4.358000,-0.0600,[Fe/H],1.196000,12.8170000,0.26968673,0.02950000,M-R relationship,0.0915000000,2.0000000
Kepler-1938 b,,4522.00,4.615000,-0.2200,[Fe/H],0.655000,12.4940000,0.16310932,0.01260000,M-R relationship,0.0938000000,3.2440000
Kepler-1939 b,,4353.00,4.681000,-0.1800,[Fe/H],0.603000,10.8410000,0.10391736,0.00528000,M-R relationship,0.0334000000,0.6620000
Kepler-194 b,,6089.00,4.415000,-0.0300,[Fe/H],1.025000,13.5120000,0.13500000,0.00909000,M-R relationship,0.0320000000,2.3510000
Kepler-194 c,,6089.00,4.415000,-0.0300,[Fe/H],1.025000,13.5120000,0.23100000,0.02270000,M-R relationship,0.1310000000,4.9610000
Kepler-194 d,,6089.00,4.415000,-0.0300,[Fe/H],1.025000,13.5120000,0.21400000,0.02000000,M-R relationship,0.2750000000,7.3000000
Kepler-1940 b,,5431.00,4.623000,-0.4400,[Fe/H],0.717000,13.4780000,0.13804330,0.00948000,M-R relationship,0.0525000000,1.8080000
Kepler-1941 b,,6404.00,4.393000,-0.0600,[Fe/H],1.142000,13.3640000,0.23639701,0.02360000,M-R relationship,0.2054000000,6.0710000
Kepler-1942 b,,5834.00,4.566000,-0.5000,[Fe/H],0.797000,13.0350000,0.18886898,0.01610000,M-R relationship,0.0516000000,0.5600000
Kepler-1943 b,,6032.00,4.485000,-0.0600,[Fe/H],0.973000,12.2520000,0.13816527,0.00949000,M-R relationship,0.0597500000,5.6760000
Kepler-1944 b,,5585.00,4.490000,0.4800,[Fe/H],0.972000,13.4470000,0.24620540,0.02530000,M-R relationship,0.0918000000,1.5672000
Kepler-1945 b,,4991.00,4.513000,0.0400,[Fe/H],0.804000,11.3660000,0.11499708,0.00695000,M-R relationship,0.0597000000,1.3080000
Kepler-1946 b,,5505.00,4.503000,-0.0400,[Fe/H],0.873000,13.7610000,0.22197620,0.02120000,M-R relationship,0.0394000000,0.6182000
Kepler-1947 b,,6040.00,3.978000,-0.4400,[Fe/H],1.686000,11.5040000,0.09012118,0.00317000,M-R relationship,0.0737500000,3.1760000
Kepler-1948 b,,3872.00,4.714000,0.1200,[Fe/H],0.557000,10.8710000,0.09214328,0.00343000,M-R relationship,0.1022000000,2.1550000
Kepler-1949 b,,6028.00,4.189000,0.1400,[Fe/H],1.454000,13.6940000,0.19802384,0.01750000,M-R relationship,0.0352000000,2.8410000
Kepler-195 b,,5329.00,4.603000,0.0400,[Fe/H],0.775000,12.9590000,0.18100000,0.01500000,M-R relationship,0.0770000000,3.1500000
Kepler-195 c,,5329.00,4.603000,0.0400,[Fe/H],0.775000,12.9590000,0.13800000,0.00951000,M-R relationship,0.1970000000,3.9040000
Kepler-1950 b,,5455.00,4.457000,-0.3400,[Fe/H],0.852000,12.6790000,0.13622679,0.00927000,M-R relationship,0.0871000000,2.6160000
Kepler-1951 b,,5468.00,4.171000,0.1400,[Fe/H],1.306000,12.3890000,0.20707252,0.01890000,M-R relationship,0.1435000000,8.2320000
Kepler-1952 b,,5973.00,4.171000,-0.3400,[Fe/H],1.305000,12.2040000,0.11055719,0.00650000,M-R relationship,0.1724000000,10.5150000
Kepler-1953 b,,4858.00,4.622000,-0.0200,[Fe/H],0.707000,13.1630000,0.11470683,0.00692000,M-R relationship,0.0607000000,2.3720000
Kepler-1954 b,,5840.00,4.553000,-0.2400,[Fe/H],0.849000,13.9780000,0.16079601,0.01230000,M-R relationship,0.0625000000,2.4660000
Kepler-1955 b,,5825.00,4.237000,0.1400,[Fe/H],1.291000,11.0800000,0.10407269,0.00531000,M-R relationship,0.1195900000,3.6010000
Kepler-1956 b,,4391.00,4.598000,0.0400,[Fe/H],0.682000,12.8480000,0.09719014,0.00416000,M-R relationship,0.0563000000,1.8470000
Kepler-1957 b,,4904.00,4.535000,0.0000,[Fe/H],0.772000,12.6130000,0.08419576,0.00248000,M-R relationship,0.0299000000,1.5850000
Kepler-1958 b,,5749.00,4.547000,-0.1000,[Fe/H],0.864000,13.7270000,0.18299997,0.01530000,M-R relationship,0.0856000000,1.6632000
Kepler-1959 b,,5071.00,4.505000,-0.0200,[Fe/H],0.811000,12.4940000,0.10198584,0.00494000,M-R relationship,0.0617000000,1.2428000
Kepler-196 b,,5128.00,4.566000,0.0300,[Fe/H],0.782000,12.2350000,0.17000000,0.01340000,M-R relationship,0.1380000000,3.0140000
Kepler-196 c,,5128.00,4.566000,0.0300,[Fe/H],0.782000,12.2350000,0.20000000,0.01780000,M-R relationship,0.2400000000,5.1140000
Kepler-196 d,,5132.00,4.571000,-0.0600,[Fe/H],0.770000,12.2350000,0.23736830,0.02380000,M-R relationship,0.4545000000,4.1210000
Kepler-1960 b,,6371.00,4.426000,-0.1800,[Fe/H],1.072000,13.6850000,0.11664727,0.00712000,M-R relationship,0.0354000000,2.9230000
Kepler-1961 b,,5401.00,4.593000,-0.1600,[Fe/H],0.777000,13.7440000,0.14441820,0.01020000,M-R relationship,0.0588000000,2.8850000
Kepler-1962 b,,5700.00,4.434000,0.1600,[Fe/H],1.006000,13.4120000,0.10836305,0.00614000,M-R relationship,0.0783000000,3.2000000
Kepler-1963 b,,5726.00,4.418000,-0.1000,[Fe/H],0.979000,12.2610000,0.06640838,0.00106000,M-R relationship,0.0291500000,1.4500000
Kepler-1964 b,,4803.00,4.623000,-0.0800,[Fe/H],0.698000,13.4500000,0.15889569,0.01200000,M-R relationship,0.0322000000,0.5400000
Kepler-1965 b,,5852.00,4.559000,-0.3000,[Fe/H],0.837000,12.1200000,0.12080950,0.00756000,M-R relationship,0.2297100000,5.7830000
Kepler-1966 b,,5009.00,4.491000,0.1600,[Fe/H],0.840000,12.6430000,0.09856322,0.00437000,M-R relationship,0.0763000000,2.7130000
Kepler-1967 b,,4970.00,3.924000,0.3200,[Fe/H],1.806000,11.1920000,0.06514649,0.00099100,M-R relationship,0.0668600000,1.7230000
Kepler-1968 b,,5008.00,4.572000,0.1800,[Fe/H],0.788000,13.8020000,0.13382487,0.00899000,M-R relationship,0.0696000000,2.7160000
Kepler-1969 b,,6046.00,4.478000,0.0700,[Fe/H],1.007000,14.2350000,0.15002345,0.01090000,M-R relationship,0.0717000000,1.9610000
Kepler-197 b,,6004.00,4.304000,-0.4410,[M/H],1.120000,10.5350000,0.09100000,0.00328000,M-R relationship,0.0600000000,3.6810000
Kepler-197 c,,6004.00,4.304000,-0.4410,[M/H],1.120000,10.5350000,0.11000000,0.01700000,Mass,0.0900000000,4.2510000
Kepler-197 d,,6004.00,4.304000,-0.4410,[M/H],1.120000,10.5350000,0.10900000,0.00624000,M-R relationship,0.1190000000,5.3260000
Kepler-197 e,,6004.00,4.304000,-0.4410,[M/H],1.120000,10.5350000,0.08100000,0.00218000,M-R relationship,0.1640000000,6.2980000
Kepler-1972 b,,5818.00,4.200000,0.2300,[M/H],1.384000,9.7920000,0.07154977,0.00635563,Mass,0.0800600000,6.9260000
Kepler-1972 c,,5818.00,4.200000,0.2300,[M/H],1.384000,9.7920000,0.07743791,0.00663880,Mass,0.1049300000,5.8600000
Kepler-1976 b,,5712.00,4.359000,0.1000,[Fe/H],1.082000,13.8050000,1.08930511,,Msini,0.0565000000,2.2273900
Kepler-1977 b,,4805.00,4.633000,-0.0600,[Fe/H],0.688000,13.3580000,0.14809554,0.01070000,M-R relationship,0.0486000000,1.8130000
Kepler-1978 b,,5251.00,4.592000,-0.0400,[Fe/H],0.778000,13.4400000,0.23820186,0.02390000,M-R relationship,0.0914000000,3.4740000
Kepler-1979 b,,5942.00,4.506000,-0.0600,[Fe/H],0.938000,13.6110000,2.61665184,,Msini,0.1383000000,6.5960000
Kepler-198 b,,5574.00,4.467000,0.1142,[M/H],0.940000,12.0270000,0.25200000,0.02630000,M-R relationship,0.1310000000,4.4780000
Kepler-198 c,,5574.00,4.467000,0.1142,[M/H],0.940000,12.0270000,0.22000000,0.02100000,M-R relationship,0.2590000000,3.6680000
Kepler-198 d,,5636.00,4.490000,0.0400,[Fe/H],0.930000,12.0270000,0.13649746,0.00930000,M-R relationship,0.0234200000,1.7729000
Kepler-1980 b,,5819.00,4.468000,0.1400,[Fe/H],0.990000,13.8100000,0.19716333,0.01740000,M-R relationship,0.2049000000,6.0320000
Kepler-1981 b,,5874.00,3.664000,0.1200,[Fe/H],3.006000,11.9510000,0.82344686,0.19700000,M-R relationship,1.3292000000,17.0260000
Kepler-1982 b,,6202.00,4.422000,0.2100,[Fe/H],1.122000,11.4730000,0.06869492,0.00120000,M-R relationship,0.0511000000,2.3880000
Kepler-1983 b,,5135.00,4.464000,0.1200,[Fe/H],0.874000,12.2320000,0.20786903,0.01900000,M-R relationship,0.0689000000,1.2110000
Kepler-1984 b,,3638.00,4.844000,-0.1400,[Fe/H],0.420000,12.5800000,0.60754855,0.11700000,M-R relationship,0.0238000000,2.0660000
Kepler-1985 b,,5370.00,4.411000,0.1400,[Fe/H],0.966000,13.5560000,0.20251618,0.01820000,M-R relationship,0.0426000000,1.7670000
Kepler-1986 b,,5549.00,4.600000,-0.5400,[Fe/H],0.732000,13.9080000,0.16861480,0.01330000,M-R relationship,0.1307000000,1.7800000
Kepler-1987 b,,4769.00,4.622000,0.1200,[Fe/H],0.714000,13.1540000,0.10973344,0.00642000,M-R relationship,0.0318000000,1.6795000
Kepler-1987 c,,4769.00,4.622000,0.1200,[Fe/H],0.714000,13.1540000,0.11865486,0.00733000,M-R relationship,0.0427000000,1.9985000
Kepler-1987 d,,4769.00,4.622000,0.1200,[Fe/H],0.714000,13.1540000,0.23730971,0.02380000,M-R relationship,0.0571000000,2.2599000
Kepler-1987 e,,4769.00,4.622000,0.1200,[Fe/H],0.714000,13.1540000,0.17129122,0.01370000,M-R relationship,0.0765000000,2.6277000
Kepler-1988 b,,6033.00,3.985000,-0.1000,[Fe/H],1.788000,10.5210000,0.13649769,0.00930000,M-R relationship,0.1038000000,7.6020000
Kepler-1989 b,,6032.00,4.387000,-0.1400,[Fe/H],1.060000,13.1930000,0.41216950,0.06070000,M-R relationship,0.0918000000,3.1627000
Kepler-199 b,,5644.00,4.438000,0.0000,[Fe/H],0.967000,12.0830000,0.27700000,0.03100000,M-R relationship,0.1580000000,4.9540000
Kepler-199 c,,5644.00,4.438000,0.0000,[Fe/H],0.967000,12.0830000,0.29000000,0.03340000,M-R relationship,0.3160000000,6.9310000
Kepler-1990 b,,5751.00,4.391000,0.2100,[Fe/H],1.071000,11.0550000,0.29173036,0.03380000,M-R relationship,0.0286000000,2.2741000
Kepler-1990 c,,5751.00,4.391000,0.2100,[Fe/H],1.071000,11.0550000,0.08742989,0.00284000,M-R relationship,0.0504000000,2.8349000
Kepler-1991 b,,5478.00,4.354000,0.1600,[Fe/H],1.053000,13.0670000,0.13114484,0.00869000,M-R relationship,0.1065000000,3.9120000
Kepler-1991 c,,5478.00,4.354000,0.1600,[Fe/H],1.053000,13.0670000,0.22928044,0.02240000,M-R relationship,0.1528000000,5.0394000
Kepler-1992 b,,5383.00,4.528000,0.0000,[Fe/H],0.842000,11.7670000,0.08118490,0.00218000,M-R relationship,0.1169000000,3.8730000
Kepler-1993 b,,5159.00,3.604000,-0.0400,[Fe/H],3.062000,11.1360000,0.37023884,0.05060000,M-R relationship,0.1943000000,4.9540000
Kepler-1994 b,,5495.00,4.442000,0.1600,[Fe/H],0.961000,10.1850000,0.04549923,0.00027400,M-R relationship,0.0530000000,2.6950000
Kepler-1995 b,,5029.00,4.429000,0.4800,[Fe/H],0.930000,13.0160000,0.38183668,0.05330000,M-R relationship,0.3259000000,2.6900000
Kepler-1996 b,,4580.00,4.641000,0.0800,[Fe/H],0.675000,12.5300000,0.20162404,0.01800000,M-R relationship,0.1789000000,4.4639000
Kepler-1996 c,,4580.00,4.641000,0.0800,[Fe/H],0.675000,12.5300000,0.25069184,0.02610000,M-R relationship,0.3608000000,6.8300000
Kepler-1997 b,,6215.00,4.440000,-0.0600,[Fe/H],1.052000,13.8850000,0.20340833,0.01830000,M-R relationship,0.1815000000,5.8580000
Kepler-1998 b,,5640.00,4.492000,0.0600,[Fe/H],0.921000,11.0760000,0.05352851,0.00049000,M-R relationship,0.0405000000,1.7740000
Kepler-1999 b,,4406.00,4.643000,-0.2400,[Fe/H],0.628000,13.8820000,0.29351465,0.03410000,M-R relationship,0.0713000000,3.8660000
Kepler-20 b,,5495.00,4.446000,0.0700,[Fe/H],0.916400,10.8710000,0.15817674,0.03051961,Mass,0.0456500000,2.4630000
Kepler-20 c,,5495.00,4.446000,0.0700,[Fe/H],0.916400,10.8710000,0.25818583,0.03492451,Mass,0.0936000000,3.7768000
Kepler-20 d,,5495.00,4.446000,0.0700,[Fe/H],0.916400,10.8710000,0.23249215,0.04216111,Mass,0.3474000000,7.2566000
Kepler-20 e,,5495.00,4.446000,0.0700,[Fe/H],0.916400,10.8710000,0.07324484,0.00239123,Mass,0.0637000000,2.9815000
Kepler-20 f,,5495.00,4.446000,0.0700,[Fe/H],0.916400,10.8710000,0.08493190,0.00440489,Mass,0.1387000000,3.7440000
Kepler-200 b,,5678.00,4.454000,-0.0060,[M/H],0.944000,12.4550000,0.19000000,0.01630000,M-R relationship,0.0800000000,3.5340000
Kepler-200 c,,5678.00,4.454000,-0.0060,[M/H],0.944000,12.4550000,0.14200000,0.00993000,M-R relationship,0.0900000000,1.1100000
Kepler-2000 b,,3757.00,4.681000,0.4800,[Fe/H],0.576000,12.2900000,0.24355471,0.02490000,M-R relationship,0.0562000000,1.7504000
Kepler-2000 c,,3757.00,4.681000,0.4800,[Fe/H],0.576000,12.2900000,0.14006626,0.00972000,M-R relationship,0.1228000000,3.2670000
Kepler-2001 b,,5081.00,4.596000,0.1200,[Fe/H],0.770000,13.5510000,0.09278275,0.00352000,M-R relationship,0.0197000000,1.5000000
Kepler-2001 c,,5081.00,4.596000,0.1200,[Fe/H],0.770000,13.5510000,0.16236980,0.01250000,M-R relationship,0.1084000000,4.1536000
Kepler-201 b,,6065.00,4.294000,-0.0442,[M/H],1.229000,11.7370000,0.21900000,0.02080000,M-R relationship,0.1750000000,5.6270000
Kepler-201 c,,6065.00,4.294000,-0.0442,[M/H],1.229000,11.7370000,0.25400000,0.02670000,M-R relationship,0.5730000000,12.9900000
Kepler-202 b,,4668.00,4.650000,-0.2100,[Fe/H],0.667000,11.6390000,0.14500000,0.01040000,M-R relationship,0.0450000000,2.0670000
Kepler-202 c,,4668.00,4.650000,-0.2100,[Fe/H],0.667000,11.6390000,0.16500000,0.01280000,M-R relationship,0.1130000000,2.8530000
Kepler-203 b,,5821.00,4.358000,0.0800,[Fe/H],1.114000,12.4450000,0.22900000,0.02240000,M-R relationship,0.0430000000,1.9000000
Kepler-203 c,,5821.00,4.358000,0.0800,[Fe/H],1.114000,12.4450000,0.22000000,2.36000000,Mass,0.0610000000,2.0140000
Kepler-203 d,,5821.00,4.358000,0.0800,[Fe/H],1.114000,12.4450000,0.12800000,0.10700000,Mass,0.1000000000,3.9920000
Kepler-204 b,,5812.00,4.269000,0.0700,[Fe/H],1.238000,12.4810000,0.22600000,0.02180000,M-R relationship,0.1170000000,3.9060000
Kepler-204 c,,5812.00,4.269000,0.0700,[Fe/H],1.238000,12.4810000,0.16000000,0.01210000,M-R relationship,0.1730000000,4.3830000
Kepler-205 b,M1 V,4321.00,4.735000,-0.1254,[M/H],0.546000,10.8330000,0.13500000,0.00909000,M-R relationship,0.0320000000,1.9480000
Kepler-205 c,M1 V,4321.00,4.735000,-0.1254,[M/H],0.546000,10.8330000,0.14600000,0.01050000,M-R relationship,0.1220000000,2.8730000
Kepler-206 b,,5764.00,4.311000,0.0213,[M/H],1.185000,12.0010000,0.10700000,0.00588000,M-R relationship,0.0780000000,3.6440000
Kepler-206 c,,5764.00,4.311000,0.0213,[M/H],1.185000,12.0010000,0.15800000,0.01190000,M-R relationship,0.1110000000,4.7680000
